Year,Month,Value,city,month_date,treated,time
2021,Feb,5.8,Phoenix,2021-02-01,0,0
2021,Mar,5.4,Phoenix,2021-03-01,0,0
2021,Apr,5.2,Phoenix,2021-04-01,0,0
2021,May,5,Phoenix,2021-05-01,0,0
2021,Jun,5.5,Phoenix,2021-06-01,0,0
2021,Jul,4.9,Phoenix,2021-07-01,0,0
2021,Aug,4.3,Phoenix,2021-08-01,0,0
2021,Sep,3.9,Phoenix,2021-09-01,0,0
2021,Oct,3.4,Phoenix,2021-10-01,0,0
2021,Nov,3,Phoenix,2021-11-01,0,0
2021,Dec,2.8,Phoenix,2021-12-01,0,0
2022,Jan,3.4,Phoenix,2022-01-01,0,1
2022,Feb,3.2,Phoenix,2022-02-01,0,1
2022,Mar,2.9,Phoenix,2022-03-01,0,1
2022,Apr,3.1,Phoenix,2022-04-01,0,1
2022,May,3.2,Phoenix,2022-05-01,0,1
2022,Jun,3.7,Phoenix,2022-06-01,0,1
2022,Jul,3.7,Phoenix,2022-07-01,0,1
2022,Aug,3.7,Phoenix,2022-08-01,0,1
2022,Sep,3.5,Phoenix,2022-09-01,0,1
2022,Oct,3.4,Phoenix,2022-10-01,0,1
2022,Nov,3.1,Phoenix,2022-11-01,0,1
2022,Dec,2.9,Phoenix,2022-12-01,0,1
2023,Jan,3.1,Phoenix,2023-01-01,0,1
2023,Feb,3.1,Phoenix,2023-02-01,0,1
2023,Mar,3,Phoenix,2023-03-01,0,1
2023,Apr,2.9,Phoenix,2023-04-01,0,1
2023,May,3.2,Phoenix,2023-05-01,0,1
2023,Jun,3.6,Phoenix,2023-06-01,0,1
2023,Jul,3.6,Phoenix,2023-07-01,0,1
2023,Aug,3.6,Phoenix,2023-08-01,0,1
2023,Sep,3.4,Phoenix,2023-09-01,0,1
2023,Oct,3.4,Phoenix,2023-10-01,0,1
2023,Nov,3,Phoenix,2023-11-01,0,1
2023,Dec,2.9,Phoenix,2023-12-01,0,1
2024,Jan,3,Phoenix,2024-01-01,0,1
2024,Feb,3,Phoenix,2024-02-01,0,1
2024,Mar,2.7,Phoenix,2024-03-01,0,1
2024,Apr,2.6,Phoenix,2024-04-01,0,1
2024,May,2.9,Phoenix,2024-05-01,0,1
2024,Jun,3.5,Phoenix,2024-06-01,0,1
2024,Jul,3.8,Phoenix,2024-07-01,0,1
2024,Aug,3.6,Phoenix,2024-08-01,0,1
2024,Sep,3.4,Phoenix,2024-09-01,0,1
2024,Oct,3.4,Phoenix,2024-10-01,0,1
2024,Nov,3.3,Phoenix,2024-11-01,0,1
2024,Dec,3.1,Phoenix,2024-12-01,0,1
2025,Jan,3.5,Phoenix,2025-01-01,0,1
2020,Nov,5.4,Reno,2020-11-01,0,0
2020,Dec,5.3,Reno,2020-12-01,0,0
2021,Jan,5.3,Reno,2021-01-01,0,0
2021,Feb,5.3,Reno,2021-02-01,0,0
2021,Mar,4.8,Reno,2021-03-01,0,0
2021,Apr,4.8,Reno,2021-04-01,0,0
2021,May,4.1,Reno,2021-05-01,0,0
2021,Jun,4.4,Reno,2021-06-01,0,0
2021,Jul,4.4,Reno,2021-07-01,0,0
2021,Aug,4.1,Reno,2021-08-01,0,0
2021,Sep,3.4,Reno,2021-09-01,0,0
2021,Oct,3.4,Reno,2021-10-01,0,0
2021,Nov,3.2,Reno,2021-11-01,0,0
2021,Dec,3.2,Reno,2021-12-01,0,0
2022,Jan,4.2,Reno,2022-01-01,0,1
2022,Feb,3.9,Reno,2022-02-01,0,1
2022,Mar,3.7,Reno,2022-03-01,0,1
2022,Apr,3.9,Reno,2022-04-01,0,1
2022,May,4,Reno,2022-05-01,0,1
2022,Jun,4.5,Reno,2022-06-01,0,1
2022,Jul,4.3,Reno,2022-07-01,0,1
2022,Aug,4.4,Reno,2022-08-01,0,1
2022,Sep,4,Reno,2022-09-01,0,1
2022,Oct,4.2,Reno,2022-10-01,0,1
2022,Nov,4.2,Reno,2022-11-01,0,1
2022,Dec,4.1,Reno,2022-12-01,0,1
2023,Jan,5.1,Reno,2023-01-01,0,1
2023,Feb,4.8,Reno,2023-02-01,0,1
2023,Mar,4.7,Reno,2023-03-01,0,1
2023,Apr,4.2,Reno,2023-04-01,0,1
2023,May,4.4,Reno,2023-05-01,0,1
2023,Jun,4.5,Reno,2023-06-01,0,1
2023,Jul,4.4,Reno,2023-07-01,0,1
2023,Aug,4.5,Reno,2023-08-01,0,1
2023,Sep,4.4,Reno,2023-09-01,0,1
2023,Oct,4.3,Reno,2023-10-01,0,1
2023,Nov,4,Reno,2023-11-01,0,1
2023,Dec,4.2,Reno,2023-12-01,0,1
2024,Jan,4.8,Reno,2024-01-01,0,1
2024,Feb,4.9,Reno,2024-02-01,0,1
2024,Mar,4.8,Reno,2024-03-01,0,1
2024,Apr,4.6,Reno,2024-04-01,0,1
2024,May,4.7,Reno,2024-05-01,0,1
2024,Jun,5.1,Reno,2024-06-01,0,1
2024,Jul,5.2,Reno,2024-07-01,0,1
2024,Aug,5,Reno,2024-08-01,0,1
2024,Sep,4.5,Reno,2024-09-01,0,1
2024,Oct,4.7,Reno,2024-10-01,0,1
2024,Nov,4.6,Reno,2024-11-01,0,1
2024,Dec,4.7,Reno,2024-12-01,0,1
2025,Jan,5.1,Reno,2025-01-01,0,1
2020,Nov,7.6,Sacramento,2020-11-01,0,0
2020,Dec,7.7,Sacramento,2020-12-01,0,0
2021,Jan,7.8,Sacramento,2021-01-01,0,0
2021,Feb,7.6,Sacramento,2021-02-01,0,0
2021,Mar,7.2,Sacramento,2021-03-01,0,0
2021,Apr,7,Sacramento,2021-04-01,0,0
2021,May,6.4,Sacramento,2021-05-01,0,0
2021,Jun,7.1,Sacramento,2021-06-01,0,0
2021,Jul,6.7,Sacramento,2021-07-01,0,0
2021,Aug,6.4,Sacramento,2021-08-01,0,0
2021,Sep,5.5,Sacramento,2021-09-01,0,0
2021,Oct,5.2,Sacramento,2021-10-01,0,0
2021,Nov,4.8,Sacramento,2021-11-01,0,0
2021,Dec,4.4,Sacramento,2021-12-01,0,0
2022,Jan,5,Sacramento,2022-01-01,0,1
2022,Feb,4.5,Sacramento,2022-02-01,0,1
2022,Mar,3.9,Sacramento,2022-03-01,0,1
2022,Apr,3.5,Sacramento,2022-04-01,0,1
2022,May,3.1,Sacramento,2022-05-01,0,1
2022,Jun,3.7,Sacramento,2022-06-01,0,1
2022,Jul,3.6,Sacramento,2022-07-01,0,1
2022,Aug,3.8,Sacramento,2022-08-01,0,1
2022,Sep,3.4,Sacramento,2022-09-01,0,1
2022,Oct,3.6,Sacramento,2022-10-01,0,1
2022,Nov,3.7,Sacramento,2022-11-01,0,1
2022,Dec,3.5,Sacramento,2022-12-01,0,1
2023,Jan,4.3,Sacramento,2023-01-01,0,1
2023,Feb,4.3,Sacramento,2023-02-01,0,1
2023,Mar,4.2,Sacramento,2023-03-01,0,1
2023,Apr,3.7,Sacramento,2023-04-01,0,1
2023,May,3.7,Sacramento,2023-05-01,0,1
2023,Jun,4.2,Sacramento,2023-06-01,0,1
2023,Jul,4.2,Sacramento,2023-07-01,0,1
2023,Aug,4.5,Sacramento,2023-08-01,0,1
2023,Sep,4.3,Sacramento,2023-09-01,0,1
2023,Oct,4.4,Sacramento,2023-10-01,0,1
2023,Nov,4.3,Sacramento,2023-11-01,0,1
2023,Dec,4.4,Sacramento,2023-12-01,0,1
2024,Jan,4.9,Sacramento,2024-01-01,0,1
2024,Feb,4.9,Sacramento,2024-02-01,0,1
2024,Mar,4.6,Sacramento,2024-03-01,0,1
2024,Apr,4.2,Sacramento,2024-04-01,0,1
2024,May,3.9,Sacramento,2024-05-01,0,1
2024,Jun,4.8,Sacramento,2024-06-01,0,1
2024,Jul,5.1,Sacramento,2024-07-01,0,1
2024,Aug,5.1,Sacramento,2024-08-01,0,1
2024,Sep,4.6,Sacramento,2024-09-01,0,1
2024,Oct,4.7,Sacramento,2024-10-01,0,1
2024,Nov,4.8,Sacramento,2024-11-01,0,1
2024,Dec,4.5,Sacramento,2024-12-01,0,1
2025,Jan,5,Sacramento,2025-01-01,0,1
2020,Nov,6.3,San Antonio,2020-11-01,0,0
2020,Dec,6.1,San Antonio,2020-12-01,0,0
2021,Jan,6.4,San Antonio,2021-01-01,0,0
2021,Feb,6.3,San Antonio,2021-02-01,0,0
2021,Mar,5.9,San Antonio,2021-03-01,0,0
2021,Apr,5.3,San Antonio,2021-04-01,0,0
2021,May,5.1,San Antonio,2021-05-01,0,0
2021,Jun,5.8,San Antonio,2021-06-01,0,0
2021,Jul,5.3,San Antonio,2021-07-01,0,0
2021,Aug,5,San Antonio,2021-08-01,0,0
2021,Sep,4.7,San Antonio,2021-09-01,0,0
2021,Oct,4.4,San Antonio,2021-10-01,0,0
2021,Nov,4.1,San Antonio,2021-11-01,0,0
2021,Dec,3.7,San Antonio,2021-12-01,0,0
2022,Jan,4.3,San Antonio,2022-01-01,0,1
2022,Feb,4,San Antonio,2022-02-01,0,1
2022,Mar,3.5,San Antonio,2022-03-01,0,1
2022,Apr,3.3,San Antonio,2022-04-01,0,1
2022,May,3.4,San Antonio,2022-05-01,0,1
2022,Jun,4,San Antonio,2022-06-01,0,1
2022,Jul,3.8,San Antonio,2022-07-01,0,1
2022,Aug,3.8,San Antonio,2022-08-01,0,1
2022,Sep,3.6,San Antonio,2022-09-01,0,1
2022,Oct,3.6,San Antonio,2022-10-01,0,1
2022,Nov,3.6,San Antonio,2022-11-01,0,1
2022,Dec,3.4,San Antonio,2022-12-01,0,1
2023,Jan,4,San Antonio,2023-01-01,0,1
2023,Feb,4.1,San Antonio,2023-02-01,0,1
2023,Mar,3.8,San Antonio,2023-03-01,0,1
2023,Apr,3.3,San Antonio,2023-04-01,0,1
2023,May,3.7,San Antonio,2023-05-01,0,1
2023,Jun,3.9,San Antonio,2023-06-01,0,1
2023,Jul,4,San Antonio,2023-07-01,0,1
2023,Aug,4,San Antonio,2023-08-01,0,1
2023,Sep,3.8,San Antonio,2023-09-01,0,1
2023,Oct,3.6,San Antonio,2023-10-01,0,1
2023,Nov,3.4,San Antonio,2023-11-01,0,1
2023,Dec,3.3,San Antonio,2023-12-01,0,1
2024,Jan,3.8,San Antonio,2024-01-01,0,1
2024,Feb,4,San Antonio,2024-02-01,0,1
2024,Mar,3.6,San Antonio,2024-03-01,0,1
2024,Apr,3.3,San Antonio,2024-04-01,0,1
2024,May,3.5,San Antonio,2024-05-01,0,1
2024,Jun,4.1,San Antonio,2024-06-01,0,1
2024,Jul,4.1,San Antonio,2024-07-01,0,1
2024,Aug,4.1,San Antonio,2024-08-01,0,1
2024,Sep,3.8,San Antonio,2024-09-01,0,1
2024,Oct,3.8,San Antonio,2024-10-01,0,1
2024,Nov,3.8,San Antonio,2024-11-01,0,1
2024,Dec,3.4,San Antonio,2024-12-01,0,1
2025,Jan,3.8,San Antonio,2025-01-01,0,1
2020,Nov,5.4,Sierra Vista,2020-11-01,0,0
2020,Dec,5.7,Sierra Vista,2020-12-01,0,0
2021,Jan,5.7,Sierra Vista,2021-01-01,0,0
2021,Feb,6.1,Sierra Vista,2021-02-01,0,0
2021,Mar,5.6,Sierra Vista,2021-03-01,0,0
2021,Apr,5.7,Sierra Vista,2021-04-01,0,0
2021,May,5.7,Sierra Vista,2021-05-01,0,0
2021,Jun,6.2,Sierra Vista,2021-06-01,0,0
2021,Jul,5.7,Sierra Vista,2021-07-01,0,0
2021,Aug,5.2,Sierra Vista,2021-08-01,0,0
2021,Sep,4.7,Sierra Vista,2021-09-01,0,0
2021,Oct,4.3,Sierra Vista,2021-10-01,0,0
2021,Nov,3.9,Sierra Vista,2021-11-01,0,0
2021,Dec,3.7,Sierra Vista,2021-12-01,0,0
2022,Jan,4.4,Sierra Vista,2022-01-01,0,1
2022,Feb,4.2,Sierra Vista,2022-02-01,0,1
2022,Mar,3.8,Sierra Vista,2022-03-01,0,1
2022,Apr,4.1,Sierra Vista,2022-04-01,0,1
2022,May,4.3,Sierra Vista,2022-05-01,0,1
2022,Jun,5,Sierra Vista,2022-06-01,0,1
2022,Jul,5.1,Sierra Vista,2022-07-01,0,1
2022,Aug,5.1,Sierra Vista,2022-08-01,0,1
2022,Sep,4.7,Sierra Vista,2022-09-01,0,1
2022,Oct,4.6,Sierra Vista,2022-10-01,0,1
2022,Nov,4.3,Sierra Vista,2022-11-01,0,1
2022,Dec,4.1,Sierra Vista,2022-12-01,0,1
2023,Jan,4.4,Sierra Vista,2023-01-01,0,1
2023,Feb,4.5,Sierra Vista,2023-02-01,0,1
2023,Mar,4.3,Sierra Vista,2023-03-01,0,1
2023,Apr,4.1,Sierra Vista,2023-04-01,0,1
2023,May,4.4,Sierra Vista,2023-05-01,0,1
2023,Jun,4.8,Sierra Vista,2023-06-01,0,1
2023,Jul,4.9,Sierra Vista,2023-07-01,0,1
2023,Aug,4.7,Sierra Vista,2023-08-01,0,1
2023,Sep,4.5,Sierra Vista,2023-09-01,0,1
2023,Oct,4.4,Sierra Vista,2023-10-01,0,1
2023,Nov,4,Sierra Vista,2023-11-01,0,1
2023,Dec,3.8,Sierra Vista,2023-12-01,0,1
2024,Jan,4,Sierra Vista,2024-01-01,0,1
2024,Feb,4,Sierra Vista,2024-02-01,0,1
2024,Mar,3.6,Sierra Vista,2024-03-01,0,1
2024,Apr,3.5,Sierra Vista,2024-04-01,0,1
2024,May,3.9,Sierra Vista,2024-05-01,0,1
2024,Jun,4.7,Sierra Vista,2024-06-01,0,1
2024,Jul,5.1,Sierra Vista,2024-07-01,0,1
2024,Aug,4.7,Sierra Vista,2024-08-01,0,1
2024,Sep,4.5,Sierra Vista,2024-09-01,0,1
2024,Oct,4.4,Sierra Vista,2024-10-01,0,1
2024,Nov,4.4,Sierra Vista,2024-11-01,0,1
2024,Dec,4.3,Sierra Vista,2024-12-01,0,1
2025,Jan,4.7,Sierra Vista,2025-01-01,0,1
2020,Nov,6.2,Spokane,2020-11-01,0,0
2020,Dec,7.2,Spokane,2020-12-01,0,0
2021,Jan,7.2,Spokane,2021-01-01,0,0
2021,Feb,7.6,Spokane,2021-02-01,0,0
2021,Mar,6.6,Spokane,2021-03-01,0,0
2021,Apr,5.1,Spokane,2021-04-01,0,0
2021,May,4.7,Spokane,2021-05-01,0,0
2021,Jun,4.6,Spokane,2021-06-01,0,0
2021,Jul,4.7,Spokane,2021-07-01,0,0
2021,Aug,5,Spokane,2021-08-01,0,0
2021,Sep,4.2,Spokane,2021-09-01,0,0
2021,Oct,4,Spokane,2021-10-01,0,0
2021,Nov,3.7,Spokane,2021-11-01,0,0
2021,Dec,4.1,Spokane,2021-12-01,0,0
2022,Jan,5.4,Spokane,2022-01-01,0,1
2022,Feb,5.2,Spokane,2022-02-01,0,1
2022,Mar,4.9,Spokane,2022-03-01,0,1
2022,Apr,3.7,Spokane,2022-04-01,0,1
2022,May,3.9,Spokane,2022-05-01,0,1
2022,Jun,3.7,Spokane,2022-06-01,0,1
2022,Jul,3.4,Spokane,2022-07-01,0,1
2022,Aug,4.5,Spokane,2022-08-01,0,1
2022,Sep,3.4,Spokane,2022-09-01,0,1
2022,Oct,3.6,Spokane,2022-10-01,0,1
2022,Nov,4.4,Spokane,2022-11-01,0,1
2022,Dec,4.7,Spokane,2022-12-01,0,1
2023,Jan,5.1,Spokane,2023-01-01,0,1
2023,Feb,5.4,Spokane,2023-02-01,0,1
2023,Mar,4.6,Spokane,2023-03-01,0,1
2023,Apr,3.4,Spokane,2023-04-01,0,1
2023,May,3.1,Spokane,2023-05-01,0,1
2023,Jun,2.7,Spokane,2023-06-01,0,1
2023,Jul,3.7,Spokane,2023-07-01,0,1
2023,Aug,4.5,Spokane,2023-08-01,0,1
2023,Sep,3.7,Spokane,2023-09-01,0,1
2023,Oct,4.2,Spokane,2023-10-01,0,1
2023,Nov,4.1,Spokane,2023-11-01,0,1
2023,Dec,5.2,Spokane,2023-12-01,0,1
2024,Jan,5.5,Spokane,2024-01-01,0,1
2024,Feb,6,Spokane,2024-02-01,0,1
2024,Mar,5.2,Spokane,2024-03-01,0,1
2024,Apr,3.9,Spokane,2024-04-01,0,1
2024,May,4.2,Spokane,2024-05-01,0,1
2024,Jun,3.8,Spokane,2024-06-01,0,1
2024,Jul,4.7,Spokane,2024-07-01,0,1
2024,Aug,4.8,Spokane,2024-08-01,0,1
2024,Sep,3.7,Spokane,2024-09-01,0,1
2024,Oct,4.2,Spokane,2024-10-01,0,1
2024,Nov,4.4,Spokane,2024-11-01,0,1
2024,Dec,4.9,Spokane,2024-12-01,0,1
2025,Jan,5.3,Spokane,2025-01-01,0,1
2020,Nov,6.1,Wichita Falls,2020-11-01,0,0
2020,Dec,6.2,Wichita Falls,2020-12-01,0,0
2021,Jan,6.4,Wichita Falls,2021-01-01,0,0
2021,Feb,6.2,Wichita Falls,2021-02-01,0,0
2021,Mar,5.7,Wichita Falls,2021-03-01,0,0
2021,Apr,5.1,Wichita Falls,2021-04-01,0,0
2021,May,5,Wichita Falls,2021-05-01,0,0
2021,Jun,5.7,Wichita Falls,2021-06-01,0,0
2021,Jul,5.2,Wichita Falls,2021-07-01,0,0
2021,Aug,4.8,Wichita Falls,2021-08-01,0,0
2021,Sep,4.6,Wichita Falls,2021-09-01,0,0
2021,Oct,4.3,Wichita Falls,2021-10-01,0,0
2021,Nov,4.1,Wichita Falls,2021-11-01,0,0
2021,Dec,3.7,Wichita Falls,2021-12-01,0,0
2022,Jan,4.4,Wichita Falls,2022-01-01,0,1
2022,Feb,4.1,Wichita Falls,2022-02-01,0,1
2022,Mar,3.6,Wichita Falls,2022-03-01,0,1
2022,Apr,3.4,Wichita Falls,2022-04-01,0,1
2022,May,3.5,Wichita Falls,2022-05-01,0,1
2022,Jun,4.1,Wichita Falls,2022-06-01,0,1
2022,Jul,3.9,Wichita Falls,2022-07-01,0,1
2022,Aug,3.9,Wichita Falls,2022-08-01,0,1
2022,Sep,3.5,Wichita Falls,2022-09-01,0,1
2022,Oct,3.6,Wichita Falls,2022-10-01,0,1
2022,Nov,3.6,Wichita Falls,2022-11-01,0,1
2022,Dec,3.4,Wichita Falls,2022-12-01,0,1
2023,Jan,4,Wichita Falls,2023-01-01,0,1
2023,Feb,4.1,Wichita Falls,2023-02-01,0,1
2023,Mar,3.9,Wichita Falls,2023-03-01,0,1
2023,Apr,3.2,Wichita Falls,2023-04-01,0,1
2023,May,3.5,Wichita Falls,2023-05-01,0,1
2023,Jun,3.9,Wichita Falls,2023-06-01,0,1
2023,Jul,4,Wichita Falls,2023-07-01,0,1
2023,Aug,3.9,Wichita Falls,2023-08-01,0,1
2023,Sep,3.8,Wichita Falls,2023-09-01,0,1
2023,Oct,3.5,Wichita Falls,2023-10-01,0,1
2023,Nov,3.3,Wichita Falls,2023-11-01,0,1
2023,Dec,3.3,Wichita Falls,2023-12-01,0,1
2024,Jan,3.8,Wichita Falls,2024-01-01,0,1
2024,Feb,4.1,Wichita Falls,2024-02-01,0,1
2024,Mar,3.8,Wichita Falls,2024-03-01,0,1
2024,Apr,3.2,Wichita Falls,2024-04-01,0,1
2024,May,3.5,Wichita Falls,2024-05-01,0,1
2024,Jun,4.3,Wichita Falls,2024-06-01,0,1
2024,Jul,4.3,Wichita Falls,2024-07-01,0,1
2024,Aug,4.2,Wichita Falls,2024-08-01,0,1
2024,Sep,3.7,Wichita Falls,2024-09-01,0,1
2024,Oct,3.8,Wichita Falls,2024-10-01,0,1
2024,Nov,3.8,Wichita Falls,2024-11-01,0,1
2024,Dec,3.3,Wichita Falls,2024-12-01,0,1
2025,Jan,3.8,Wichita Falls,2025-01-01,0,1
2020,Nov,6.2,Wichita,2020-11-01,0,0
2020,Dec,5.9,Wichita,2020-12-01,0,0
2021,Jan,5.8,Wichita,2021-01-01,0,0
2021,Feb,5.4,Wichita,2021-02-01,0,0
2021,Mar,5,Wichita,2021-03-01,0,0
2021,Apr,4.7,Wichita,2021-04-01,0,0
2021,May,4.6,Wichita,2021-05-01,0,0
2021,Jun,5.3,Wichita,2021-06-01,0,0
2021,Jul,5.2,Wichita,2021-07-01,0,0
2021,Aug,4.5,Wichita,2021-08-01,0,0
2021,Sep,3.6,Wichita,2021-09-01,0,0
2021,Oct,3.5,Wichita,2021-10-01,0,0
2021,Nov,2.7,Wichita,2021-11-01,0,0
2021,Dec,2.6,Wichita,2021-12-01,0,0
2022,Jan,3.3,Wichita,2022-01-01,0,1
2022,Feb,3.3,Wichita,2022-02-01,0,1
2022,Mar,3.2,Wichita,2022-03-01,0,1
2022,Apr,2.6,Wichita,2022-04-01,0,1
2022,May,2.8,Wichita,2022-05-01,0,1
2022,Jun,3.2,Wichita,2022-06-01,0,1
2022,Jul,3.6,Wichita,2022-07-01,0,1
2022,Aug,3.6,Wichita,2022-08-01,0,1
2022,Sep,2.8,Wichita,2022-09-01,0,1
2022,Oct,3,Wichita,2022-10-01,0,1
2022,Nov,2.7,Wichita,2022-11-01,0,1
2022,Dec,2.7,Wichita,2022-12-01,0,1
2023,Jan,3.2,Wichita,2023-01-01,0,1
2023,Feb,3.4,Wichita,2023-02-01,0,1
2023,Mar,3.1,Wichita,2023-03-01,0,1
2023,Apr,2.7,Wichita,2023-04-01,0,1
2023,May,2.9,Wichita,2023-05-01,0,1
2023,Jun,3.3,Wichita,2023-06-01,0,1
2023,Jul,3.5,Wichita,2023-07-01,0,1
2023,Aug,3.5,Wichita,2023-08-01,0,1
2023,Sep,2.9,Wichita,2023-09-01,0,1
2023,Oct,3.1,Wichita,2023-10-01,0,1
2023,Nov,2.6,Wichita,2023-11-01,0,1
2023,Dec,2.8,Wichita,2023-12-01,0,1
2024,Jan,3.5,Wichita,2024-01-01,0,1
2024,Feb,3.8,Wichita,2024-02-01,0,1
2024,Mar,3.6,Wichita,2024-03-01,0,1
2024,Apr,3.3,Wichita,2024-04-01,0,1
2024,May,3.6,Wichita,2024-05-01,0,1
2024,Jun,4.1,Wichita,2024-06-01,0,1
2024,Jul,4.9,Wichita,2024-07-01,0,1
