Year,Month,Value,city,month_date,treated,time
2024,Aug,4.4,Wichita,2024-08-01,0,1
2024,Sep,3.7,Wichita,2024-09-01,0,1
2024,Oct,4.1,Wichita,2024-10-01,0,1
2024,Nov,4.2,Wichita,2024-11-01,0,1
2024,Dec,3.7,Wichita,2024-12-01,0,1
2025,Jan,4.3,Wichita,2025-01-01,0,1
2020,Nov,5.5,Tulsa,2020-11-01,0,0
2020,Dec,5.4,Tulsa,2020-12-01,0,0
2021,Jan,5.7,Tulsa,2021-01-01,0,0
2021,Feb,5.4,Tulsa,2021-02-01,0,0
2021,Mar,4.5,Tulsa,2021-03-01,0,0
2021,Apr,4.6,Tulsa,2021-04-01,0,0
2021,May,4.5,Tulsa,2021-05-01,0,0
2021,Jun,5.1,Tulsa,2021-06-01,0,0
2021,Jul,4.3,Tulsa,2021-07-01,0,0
2021,Aug,3.8,Tulsa,2021-08-01,0,0
2021,Sep,3.2,Tulsa,2021-09-01,0,0
2021,Oct,3.2,Tulsa,2021-10-01,0,0
2021,Nov,2.8,Tulsa,2021-11-01,0,0
2021,Dec,2.6,Tulsa,2021-12-01,0,0
2022,Jan,3.4,Tulsa,2022-01-01,0,1
2022,Feb,3.3,Tulsa,2022-02-01,0,1
2022,Mar,3,Tulsa,2022-03-01,0,1
2022,Apr,2.7,Tulsa,2022-04-01,0,1
2022,May,3.1,Tulsa,2022-05-01,0,1
2022,Jun,3.4,Tulsa,2022-06-01,0,1
2022,Jul,3.2,Tulsa,2022-07-01,0,1
2022,Aug,3.4,Tulsa,2022-08-01,0,1
2022,Sep,3.1,Tulsa,2022-09-01,0,1
2022,Oct,3.2,Tulsa,2022-10-01,0,1
2022,Nov,3,Tulsa,2022-11-01,0,1
2022,Dec,2.8,Tulsa,2022-12-01,0,1
2023,Jan,3.2,Tulsa,2023-01-01,0,1
2023,Feb,3.3,Tulsa,2023-02-01,0,1
2023,Mar,3,Tulsa,2023-03-01,0,1
2023,Apr,2.5,Tulsa,2023-04-01,0,1
2023,May,3.1,Tulsa,2023-05-01,0,1
2023,Jun,3.3,Tulsa,2023-06-01,0,1
2023,Jul,3.2,Tulsa,2023-07-01,0,1
2023,Aug,3.4,Tulsa,2023-08-01,0,1
2023,Sep,3.4,Tulsa,2023-09-01,0,1
2023,Oct,3.4,Tulsa,2023-10-01,0,1
2023,Nov,3.3,Tulsa,2023-11-01,0,1
2023,Dec,3.2,Tulsa,2023-12-01,0,1
2024,Jan,3.8,Tulsa,2024-01-01,0,1
2024,Feb,3.8,Tulsa,2024-02-01,0,1
2024,Mar,3.2,Tulsa,2024-03-01,0,1
2024,Apr,2.8,Tulsa,2024-04-01,0,1
2024,May,3.3,Tulsa,2024-05-01,0,1
2024,Jun,3.5,Tulsa,2024-06-01,0,1
2024,Jul,3.5,Tulsa,2024-07-01,0,1
2024,Aug,3.4,Tulsa,2024-08-01,0,1
2024,Sep,3.1,Tulsa,2024-09-01,0,1
2024,Oct,3.2,Tulsa,2024-10-01,0,1
2024,Nov,3.1,Tulsa,2024-11-01,0,1
2024,Dec,2.9,Tulsa,2024-12-01,0,1
2025,Jan,3.4,Tulsa,2025-01-01,0,1
2020,Nov,7.7,Flagstaff,2020-11-01,0,0
2020,Dec,8.2,Flagstaff,2020-12-01,0,0
2021,Jan,8.6,Flagstaff,2021-01-01,0,0
2021,Feb,8.3,Flagstaff,2021-02-01,0,0
2021,Mar,7.5,Flagstaff,2021-03-01,0,0
2021,Apr,6.9,Flagstaff,2021-04-01,0,0
2021,May,6.7,Flagstaff,2021-05-01,0,0
2021,Jun,7.4,Flagstaff,2021-06-01,0,0
2021,Jul,6.5,Flagstaff,2021-07-01,0,0
2021,Aug,5.9,Flagstaff,2021-08-01,0,0
2021,Sep,5,Flagstaff,2021-09-01,0,0
2021,Oct,4.4,Flagstaff,2021-10-01,0,0
2021,Nov,4,Flagstaff,2021-11-01,0,0
2021,Dec,3.9,Flagstaff,2021-12-01,0,0
2022,Jan,4.9,Flagstaff,2022-01-01,0,1
2022,Feb,4.5,Flagstaff,2022-02-01,0,1
2022,Mar,4,Flagstaff,2022-03-01,0,1
2022,Apr,4,Flagstaff,2022-04-01,0,1
2022,May,4.2,Flagstaff,2022-05-01,0,1
2022,Jun,4.9,Flagstaff,2022-06-01,0,1
2022,Jul,4.8,Flagstaff,2022-07-01,0,1
2022,Aug,4.9,Flagstaff,2022-08-01,0,1
2022,Sep,4.2,Flagstaff,2022-09-01,0,1
2022,Oct,4.3,Flagstaff,2022-10-01,0,1
2022,Nov,3.9,Flagstaff,2022-11-01,0,1
2022,Dec,3.8,Flagstaff,2022-12-01,0,1
2023,Jan,4.3,Flagstaff,2023-01-01,0,1
2023,Feb,4.2,Flagstaff,2023-02-01,0,1
2023,Mar,3.8,Flagstaff,2023-03-01,0,1
2023,Apr,3.3,Flagstaff,2023-04-01,0,1
2023,May,3.9,Flagstaff,2023-05-01,0,1
2023,Jun,4.5,Flagstaff,2023-06-01,0,1
2023,Jul,4.6,Flagstaff,2023-07-01,0,1
2023,Aug,4.5,Flagstaff,2023-08-01,0,1
2023,Sep,4.1,Flagstaff,2023-09-01,0,1
2023,Oct,4,Flagstaff,2023-10-01,0,1
2023,Nov,3.6,Flagstaff,2023-11-01,0,1
2023,Dec,3.7,Flagstaff,2023-12-01,0,1
2024,Jan,3.9,Flagstaff,2024-01-01,0,1
2024,Feb,3.8,Flagstaff,2024-02-01,0,1
2024,Mar,3.2,Flagstaff,2024-03-01,0,1
2024,Apr,2.9,Flagstaff,2024-04-01,0,1
2024,May,3.4,Flagstaff,2024-05-01,0,1
2024,Jun,4.2,Flagstaff,2024-06-01,0,1
2024,Jul,4.5,Flagstaff,2024-07-01,0,1
2024,Aug,4.5,Flagstaff,2024-08-01,0,1
2024,Sep,4,Flagstaff,2024-09-01,0,1
2024,Oct,3.8,Flagstaff,2024-10-01,0,1
2024,Nov,4.2,Flagstaff,2024-11-01,0,1
2024,Dec,3.8,Flagstaff,2024-12-01,0,1
2025,Jan,4.5,Flagstaff,2025-01-01,0,1
2020,Nov,4.2,Cheyenne,2020-11-01,0,0
2020,Dec,4.7,Cheyenne,2020-12-01,0,0
2021,Jan,5.6,Cheyenne,2021-01-01,0,0
2021,Feb,5.3,Cheyenne,2021-02-01,0,0
2021,Mar,5,Cheyenne,2021-03-01,0,0
2021,Apr,4.5,Cheyenne,2021-04-01,0,0
2021,May,4.3,Cheyenne,2021-05-01,0,0
2021,Jun,4.5,Cheyenne,2021-06-01,0,0
2021,Jul,4,Cheyenne,2021-07-01,0,0
2021,Aug,3.6,Cheyenne,2021-08-01,0,0
2021,Sep,3.2,Cheyenne,2021-09-01,0,0
2021,Oct,3.1,Cheyenne,2021-10-01,0,0
2021,Nov,3.1,Cheyenne,2021-11-01,0,0
2021,Dec,3.2,Cheyenne,2021-12-01,0,0
2022,Jan,4.3,Cheyenne,2022-01-01,0,1
2022,Feb,4.1,Cheyenne,2022-02-01,0,1
2022,Mar,3.7,Cheyenne,2022-03-01,0,1
2022,Apr,3.4,Cheyenne,2022-04-01,0,1
2022,May,3.2,Cheyenne,2022-05-01,0,1
2022,Jun,3.5,Cheyenne,2022-06-01,0,1
2022,Jul,3.3,Cheyenne,2022-07-01,0,1
2022,Aug,3.3,Cheyenne,2022-08-01,0,1
2022,Sep,3.1,Cheyenne,2022-09-01,0,1
2022,Oct,3.1,Cheyenne,2022-10-01,0,1
2022,Nov,3.2,Cheyenne,2022-11-01,0,1
2022,Dec,3.4,Cheyenne,2022-12-01,0,1
2023,Jan,4.1,Cheyenne,2023-01-01,0,1
2023,Feb,3.8,Cheyenne,2023-02-01,0,1
2023,Mar,3.5,Cheyenne,2023-03-01,0,1
2023,Apr,2.9,Cheyenne,2023-04-01,0,1
2023,May,2.9,Cheyenne,2023-05-01,0,1
2023,Jun,2.9,Cheyenne,2023-06-01,0,1
2023,Jul,2.6,Cheyenne,2023-07-01,0,1
2023,Aug,2.7,Cheyenne,2023-08-01,0,1
2023,Sep,2.5,Cheyenne,2023-09-01,0,1
2023,Oct,2.6,Cheyenne,2023-10-01,0,1
2023,Nov,2.7,Cheyenne,2023-11-01,0,1
2023,Dec,2.8,Cheyenne,2023-12-01,0,1
2024,Jan,3.7,Cheyenne,2024-01-01,0,1
2024,Feb,3.7,Cheyenne,2024-02-01,0,1
2024,Mar,3.5,Cheyenne,2024-03-01,0,1
2024,Apr,3.1,Cheyenne,2024-04-01,0,1
2024,May,3.1,Cheyenne,2024-05-01,0,1
2024,Jun,3.4,Cheyenne,2024-06-01,0,1
2024,Jul,3.4,Cheyenne,2024-07-01,0,1
2024,Aug,3.4,Cheyenne,2024-08-01,0,1
2024,Sep,2.9,Cheyenne,2024-09-01,0,1
2024,Oct,3.3,Cheyenne,2024-10-01,0,1
2024,Nov,3.6,Cheyenne,2024-11-01,0,1
2024,Dec,3.7,Cheyenne,2024-12-01,0,1
2025,Jan,4.4,Cheyenne,2025-01-01,0,1
2020,Nov,5.3,Atlanta,2020-11-01,0,0
2020,Dec,5.2,Atlanta,2020-12-01,0,0
2021,Jan,5.2,Atlanta,2021-01-01,0,0
2021,Feb,4.7,Atlanta,2021-02-01,0,0
2021,Mar,4.4,Atlanta,2021-03-01,0,0
2021,Apr,4,Atlanta,2021-04-01,0,0
2021,May,4.1,Atlanta,2021-05-01,0,0
2021,Jun,4.5,Atlanta,2021-06-01,0,0
2021,Jul,3.9,Atlanta,2021-07-01,0,0
2021,Aug,3.9,Atlanta,2021-08-01,0,0
2021,Sep,3.3,Atlanta,2021-09-01,0,0
2021,Oct,3.2,Atlanta,2021-10-01,0,0
2021,Nov,2.9,Atlanta,2021-11-01,0,0
2021,Dec,2.7,Atlanta,2021-12-01,0,0
2022,Jan,3.4,Atlanta,2022-01-01,0,1
2022,Feb,3.1,Atlanta,2022-02-01,0,1
2022,Mar,3,Atlanta,2022-03-01,0,1
2022,Apr,2.5,Atlanta,2022-04-01,0,1
2022,May,2.9,Atlanta,2022-05-01,0,1
2022,Jun,3.3,Atlanta,2022-06-01,0,1
2022,Jul,3,Atlanta,2022-07-01,0,1
2022,Aug,3.4,Atlanta,2022-08-01,0,1
2022,Sep,2.9,Atlanta,2022-09-01,0,1
2022,Oct,3.1,Atlanta,2022-10-01,0,1
2022,Nov,2.9,Atlanta,2022-11-01,0,1
2022,Dec,2.9,Atlanta,2022-12-01,0,1
2023,Jan,3.3,Atlanta,2023-01-01,0,1
2023,Feb,3.3,Atlanta,2023-02-01,0,1
2023,Mar,3.2,Atlanta,2023-03-01,0,1
2023,Apr,2.7,Atlanta,2023-04-01,0,1
2023,May,3.3,Atlanta,2023-05-01,0,1
2023,Jun,3.5,Atlanta,2023-06-01,0,1
2023,Jul,3.2,Atlanta,2023-07-01,0,1
2023,Aug,3.6,Atlanta,2023-08-01,0,1
2023,Sep,3.2,Atlanta,2023-09-01,0,1
2023,Oct,3.3,Atlanta,2023-10-01,0,1
2023,Nov,3,Atlanta,2023-11-01,0,1
2023,Dec,3,Atlanta,2023-12-01,0,1
2024,Jan,3.3,Atlanta,2024-01-01,0,1
2024,Feb,3.3,Atlanta,2024-02-01,0,1
2024,Mar,3.3,Atlanta,2024-03-01,0,1
2024,Apr,3,Atlanta,2024-04-01,0,1
2024,May,3.4,Atlanta,2024-05-01,0,1
2024,Jun,3.8,Atlanta,2024-06-01,0,1
2024,Jul,3.7,Atlanta,2024-07-01,0,1
2024,Aug,3.9,Atlanta,2024-08-01,0,1
2024,Sep,3.4,Atlanta,2024-09-01,0,1
2024,Oct,3.5,Atlanta,2024-10-01,0,1
2024,Nov,3.4,Atlanta,2024-11-01,0,1
2024,Dec,3.3,Atlanta,2024-12-01,0,1
2025,Jan,3.4,Atlanta,2025-01-01,0,1
2020,Nov,11.5,Las Vegas,2020-11-01,0,0
2020,Dec,11.1,Las Vegas,2020-12-01,0,0
2021,Jan,10.7,Las Vegas,2021-01-01,0,0
2021,Feb,9.8,Las Vegas,2021-02-01,0,0
2021,Mar,9.1,Las Vegas,2021-03-01,0,0
2021,Apr,8.8,Las Vegas,2021-04-01,0,0
2021,May,8.1,Las Vegas,2021-05-01,0,0
2021,Jun,8.5,Las Vegas,2021-06-01,0,0
2021,Jul,7.9,Las Vegas,2021-07-01,0,0
2021,Aug,7.2,Las Vegas,2021-08-01,0,0
2021,Sep,6.5,Las Vegas,2021-09-01,0,0
2021,Oct,5.9,Las Vegas,2021-10-01,0,0
2021,Nov,5.7,Las Vegas,2021-11-01,0,0
2021,Dec,5.4,Las Vegas,2021-12-01,0,0
2022,Jan,6.1,Las Vegas,2022-01-01,0,1
2022,Feb,5.8,Las Vegas,2022-02-01,0,1
2022,Mar,5.4,Las Vegas,2022-03-01,0,1
2022,Apr,5.4,Las Vegas,2022-04-01,0,1
2022,May,5.5,Las Vegas,2022-05-01,0,1
2022,Jun,5.8,Las Vegas,2022-06-01,0,1
2022,Jul,5.8,Las Vegas,2022-07-01,0,1
2022,Aug,5.7,Las Vegas,2022-08-01,0,1
2022,Sep,5.4,Las Vegas,2022-09-01,0,1
2022,Oct,5.4,Las Vegas,2022-10-01,0,1
2022,Nov,5.4,Las Vegas,2022-11-01,0,1
2022,Dec,5.2,Las Vegas,2022-12-01,0,1
2023,Jan,5.5,Las Vegas,2023-01-01,0,1
2023,Feb,5.4,Las Vegas,2023-02-01,0,1
2023,Mar,5.2,Las Vegas,2023-03-01,0,1
2023,Apr,5,Las Vegas,2023-04-01,0,1
2023,May,5.3,Las Vegas,2023-05-01,0,1
2023,Jun,5.4,Las Vegas,2023-06-01,0,1
2023,Jul,5.6,Las Vegas,2023-07-01,0,1
2023,Aug,5.6,Las Vegas,2023-08-01,0,1
2023,Sep,5.5,Las Vegas,2023-09-01,0,1
2023,Oct,5.4,Las Vegas,2023-10-01,0,1
2023,Nov,5.2,Las Vegas,2023-11-01,0,1
2023,Dec,5.3,Las Vegas,2023-12-01,0,1
2024,Jan,5.5,Las Vegas,2024-01-01,0,1
2024,Feb,5.6,Las Vegas,2024-02-01,0,1
2024,Mar,5.5,Las Vegas,2024-03-01,0,1
2024,Apr,5.4,Las Vegas,2024-04-01,0,1
2024,May,5.5,Las Vegas,2024-05-01,0,1
2024,Jun,6,Las Vegas,2024-06-01,0,1
2024,Jul,6.4,Las Vegas,2024-07-01,0,1
2024,Aug,6.1,Las Vegas,2024-08-01,0,1
2024,Sep,5.8,Las Vegas,2024-09-01,0,1
2024,Oct,5.9,Las Vegas,2024-10-01,0,1
2024,Nov,6,Las Vegas,2024-11-01,0,1
2024,Dec,5.9,Las Vegas,2024-12-01,0,1
2025,Jan,6.1,Las Vegas,2025-01-01,0,1
2020,Nov,8.9,Riverside,2020-11-01,0,0
2020,Dec,8.9,Riverside,2020-12-01,0,0
2021,Jan,9,Riverside,2021-01-01,0,0
2021,Feb,8.7,Riverside,2021-02-01,0,0
2021,Mar,8.3,Riverside,2021-03-01,0,0
2021,Apr,8.2,Riverside,2021-04-01,0,0
2021,May,7.6,Riverside,2021-05-01,0,0
2021,Jun,8.5,Riverside,2021-06-01,0,0
2021,Jul,8.1,Riverside,2021-07-01,0,0
2021,Aug,7.6,Riverside,2021-08-01,0,0
2021,Sep,6.6,Riverside,2021-09-01,0,0
2021,Oct,6.2,Riverside,2021-10-01,0,0
2021,Nov,5.5,Riverside,2021-11-01,0,0
2021,Dec,5,Riverside,2021-12-01,0,0
2022,Jan,5.5,Riverside,2022-01-01,0,1
2022,Feb,4.8,Riverside,2022-02-01,0,1
2022,Mar,4.3,Riverside,2022-03-01,0,1
2022,Apr,3.8,Riverside,2022-04-01,0,1
2022,May,3.5,Riverside,2022-05-01,0,1
2022,Jun,4.2,Riverside,2022-06-01,0,1
2022,Jul,4.2,Riverside,2022-07-01,0,1
2022,Aug,4.4,Riverside,2022-08-01,0,1
2022,Sep,4,Riverside,2022-09-01,0,1
2022,Oct,4.2,Riverside,2022-10-01,0,1
2022,Nov,4.2,Riverside,2022-11-01,0,1
2022,Dec,3.8,Riverside,2022-12-01,0,1
2023,Jan,4.5,Riverside,2023-01-01,0,1
2023,Feb,4.5,Riverside,2023-02-01,0,1
2023,Mar,4.4,Riverside,2023-03-01,0,1
2023,Apr,3.9,Riverside,2023-04-01,0,1
2023,May,4.1,Riverside,2023-05-01,0,1
2023,Jun,4.8,Riverside,2023-06-01,0,1
2023,Jul,4.9,Riverside,2023-07-01,0,1
2023,Aug,5.3,Riverside,2023-08-01,0,1
2023,Sep,5,Riverside,2023-09-01,0,1
2023,Oct,5.2,Riverside,2023-10-01,0,1
2023,Nov,4.9,Riverside,2023-11-01,0,1
2023,Dec,4.8,Riverside,2023-12-01,0,1
2024,Jan,5.1,Riverside,2024-01-01,0,1
2024,Feb,5.2,Riverside,2024-02-01,0,1
2024,Mar,4.9,Riverside,2024-03-01,0,1
2024,Apr,4.6,Riverside,2024-04-01,0,1
2024,May,4.5,Riverside,2024-05-01,0,1
2024,Jun,5.4,Riverside,2024-06-01,0,1
2024,Jul,5.9,Riverside,2024-07-01,0,1
2024,Aug,6,Riverside,2024-08-01,0,1
2024,Sep,5.3,Riverside,2024-09-01,0,1
2024,Oct,5.4,Riverside,2024-10-01,0,1
2024,Nov,5.3,Riverside,2024-11-01,0,1
2024,Dec,4.9,Riverside,2024-12-01,0,1
2025,Jan,5.3,Riverside,2025-01-01,0,1
2020,Nov,5.6,Waco,2020-11-01,0,0
2020,Dec,5.6,Waco,2020-12-01,0,0
2021,Jan,6,Waco,2021-01-01,0,0
2021,Feb,5.8,Waco,2021-02-01,0,0
2021,Mar,5.6,Waco,2021-03-01,0,0
2021,Apr,4.9,Waco,2021-04-01,0,0
2021,May,5,Waco,2021-05-01,0,0
2021,Jun,5.8,Waco,2021-06-01,0,0
2021,Jul,5.2,Waco,2021-07-01,0,0
2021,Aug,4.9,Waco,2021-08-01,0,0
2021,Sep,4.5,Waco,2021-09-01,0,0
2021,Oct,4.3,Waco,2021-10-01,0,0
2021,Nov,4,Waco,2021-11-01,0,0
2021,Dec,3.6,Waco,2021-12-01,0,0
2022,Jan,4.3,Waco,2022-01-01,0,1
2022,Feb,4,Waco,2022-02-01,0,1
2022,Mar,3.6,Waco,2022-03-01,0,1
2022,Apr,3.3,Waco,2022-04-01,0,1
2022,May,3.5,Waco,2022-05-01,0,1
2022,Jun,4.2,Waco,2022-06-01,0,1
2022,Jul,4,Waco,2022-07-01,0,1
2022,Aug,3.8,Waco,2022-08-01,0,1
2022,Sep,3.5,Waco,2022-09-01,0,1
2022,Oct,3.6,Waco,2022-10-01,0,1
2022,Nov,3.6,Waco,2022-11-01,0,1
2022,Dec,3.5,Waco,2022-12-01,0,1
2023,Jan,4.4,Waco,2023-01-01,0,1
2023,Feb,4.5,Waco,2023-02-01,0,1
2023,Mar,4,Waco,2023-03-01,0,1
2023,Apr,3.5,Waco,2023-04-01,0,1
2023,May,3.6,Waco,2023-05-01,0,1
2023,Jun,4.1,Waco,2023-06-01,0,1
2023,Jul,4,Waco,2023-07-01,0,1
2023,Aug,4,Waco,2023-08-01,0,1
2023,Sep,3.7,Waco,2023-09-01,0,1
2023,Oct,3.5,Waco,2023-10-01,0,1
2023,Nov,3.3,Waco,2023-11-01,0,1
2023,Dec,3.2,Waco,2023-12-01,0,1
2024,Jan,3.9,Waco,2024-01-01,0,1
2024,Feb,4.1,Waco,2024-02-01,0,1
2024,Mar,3.6,Waco,2024-03-01,0,1
2024,Apr,3.2,Waco,2024-04-01,0,1
2024,May,3.6,Waco,2024-05-01,0,1
2024,Jun,4.3,Waco,2024-06-01,0,1
2024,Jul,4.3,Waco,2024-07-01,0,1
2024,Aug,4.2,Waco,2024-08-01,0,1
2024,Sep,3.8,Waco,2024-09-01,0,1
2024,Oct,3.8,Waco,2024-10-01,0,1
2024,Nov,3.8,Waco,2024-11-01,0,1
2024,Dec,3.3,Waco,2024-12-01,0,1
2025,Jan,3.9,Waco,2025-01-01,0,1
2020,Nov,7.3,Albuquerque,2020-11-01,1,0
2020,Dec,7.7,Albuquerque,2020-12-01,1,0
2021,Jan,7.9,Albuquerque,2021-01-01,1,0
2021,Feb,7.5,Albuquerque,2021-02-01,1,0
2021,Mar,7,Albuquerque,2021-03-01,1,0
2021,Apr,7,Albuquerque,2021-04-01,1,0
2021,May,6.7,Albuquerque,2021-05-01,1,0
2021,Jun,7.8,Albuquerque,2021-06-01,1,0
2021,Jul,7.5,Albuquerque,2021-07-01,1,0
2021,Aug,6.4,Albuquerque,2021-08-01,1,0
2021,Sep,5.6,Albuquerque,2021-09-01,1,0
2021,Oct,5.3,Albuquerque,2021-10-01,1,0
2021,Nov,5.1,Albuquerque,2021-11-01,1,0
2021,Dec,4.7,Albuquerque,2021-12-01,1,0
2022,Jan,5.1,Albuquerque,2022-01-01,1,1
2022,Feb,4.5,Albuquerque,2022-02-01,1,1
2022,Mar,3.9,Albuquerque,2022-03-01,1,1
2022,Apr,3.7,Albuquerque,2022-04-01,1,1
2022,May,3.6,Albuquerque,2022-05-01,1,1
2022,Jun,4.3,Albuquerque,2022-06-01,1,1
2022,Jul,4,Albuquerque,2022-07-01,1,1
2022,Aug,3.4,Albuquerque,2022-08-01,1,1
2022,Sep,3.1,Albuquerque,2022-09-01,1,1
2022,Oct,3,Albuquerque,2022-10-01,1,1
2022,Nov,2.9,Albuquerque,2022-11-01,1,1
2022,Dec,2.8,Albuquerque,2022-12-01,1,1
2023,Jan,3.4,Albuquerque,2023-01-01,1,1
2023,Feb,3.3,Albuquerque,2023-02-01,1,1
2023,Mar,2.9,Albuquerque,2023-03-01,1,1
2023,Apr,2.8,Albuquerque,2023-04-01,1,1
2023,May,3.1,Albuquerque,2023-05-01,1,1
2023,Jun,3.9,Albuquerque,2023-06-01,1,1
2023,Jul,4.2,Albuquerque,2023-07-01,1,1
2023,Aug,3.8,Albuquerque,2023-08-01,1,1
2023,Sep,3.5,Albuquerque,2023-09-01,1,1
2023,Oct,3.5,Albuquerque,2023-10-01,1,1
2023,Nov,3.4,Albuquerque,2023-11-01,1,1
2023,Dec,3.2,Albuquerque,2023-12-01,1,1
2024,Jan,3.5,Albuquerque,2024-01-01,1,1
2024,Feb,3.5,Albuquerque,2024-02-01,1,1
2024,Mar,3.2,Albuquerque,2024-03-01,1,1
2024,Apr,3.2,Albuquerque,2024-04-01,1,1
2024,May,3.5,Albuquerque,2024-05-01,1,1
2024,Jun,4.5,Albuquerque,2024-06-01,1,1
2024,Jul,5,Albuquerque,2024-07-01,1,1
2024,Aug,4.3,Albuquerque,2024-08-01,1,1
2024,Sep,3.9,Albuquerque,2024-09-01,1,1
2024,Oct,4,Albuquerque,2024-10-01,1,1
2024,Nov,4,Albuquerque,2024-11-01,1,1
2024,Dec,3.6,Albuquerque,2024-12-01,1,1
2025,Jan,4.2,Albuquerque,2025-01-01,1,1
